전공코스,2학년 융합코스,2학년 학점제,3학년 제작코스,3학년 학점제,자격증 목록,진출 가능 직업,진학 가능한 학과
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 로봇 제작","3D프린터 운용 기능사, 항공 전기전자 정비 기능사, 임비데드기능사(현 전자계산기기능사), 컴퓨터 활용 능력, 워드프로세서","3D 제품 디자이너, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 사무정보과, 임베디드시스템과, 정보처리학과, 제품디자인과, 컴퓨터전자과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","웹 프로그래밍 실무, 로봇 제작","3D프린터 운용 기능사, 항공 전기전자 정비 기능사, 임비데드기능사(현 전자계산기기능사), 컴퓨터 활용 능력, 워드프로세서","3D 제품 디자이너, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 사무정보과, 임베디드시스템과, 정보처리학과, 제품디자인과, 컴퓨터전자과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","컴퓨터 활용 능력, 워드프로세서, 3D프린터 운용 기능사, 임비데드기능사(현 전자계산기기능사), 항공 전기전자 정비 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 컴퓨터전자과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 3D프린터 운용 기능사, 임비데드기능사(현 전자계산기기능사), 항공 전기전자 정비 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 컴퓨터전자과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 3D프린터 운용 기능사, 임비데드기능사(현 전자계산기기능사), 항공 전기전자 정비 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 컴퓨터전자과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","3D프린터 운용 기능사, 임비데드기능사(현 전자계산기기능사), 전자기능사, 정보통신기능사(현 통신선로기능사), 컴퓨터 활용 능력, 워드프로세서","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자","3D디자인과, 네트워크과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 컴퓨터전자과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","3D프린터 운용 기능사, 임비데드기능사(현 전자계산기기능사), 전자기능사, 정보통신기능사(현 통신선로기능사), 컴퓨터 활용 능력, 워드프로세서","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자","3D디자인과, 네트워크과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 컴퓨터전자과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","3D프린터 운용 기능사, 임비데드기능사(현 전자계산기기능사), 전자기능사, 정보통신기능사(현 통신선로기능사), 컴퓨터 활용 능력, 워드프로세서","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자","3D디자인과, 네트워크과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 컴퓨터전자과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 웹 프로그래밍 실무","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 항공 전기전자 정비 기능사, 임비데드기능사(현 전자계산기기능사)","데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","드론공학과, 사무정보과, 임베디드시스템과, 정보처리학과, 컴퓨터전자과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 항공 전기전자 정비 기능사, 임비데드기능사(현 전자계산기기능사)","데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","드론공학과, 사무정보과, 임베디드시스템과, 정보처리학과, 컴퓨터전자과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","웹 프로그래밍 실무, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 항공 전기전자 정비 기능사, 임비데드기능사(현 전자계산기기능사)","데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","드론공학과, 사무정보과, 임베디드시스템과, 정보처리학과, 컴퓨터전자과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","초경량비행장치조종자, 컴퓨터 활용 능력, 워드프로세서, 임비데드기능사(현 전자계산기기능사), 항공 전기전자 정비 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","네트워크 설치 기술자, 데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","네트워크과, 드론공학과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 컴퓨터전자과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","초경량비행장치조종자, 컴퓨터 활용 능력, 워드프로세서, 임비데드기능사(현 전자계산기기능사), 항공 전기전자 정비 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","네트워크 설치 기술자, 데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","네트워크과, 드론공학과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 컴퓨터전자과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","초경량비행장치조종자, 컴퓨터 활용 능력, 워드프로세서, 임비데드기능사(현 전자계산기기능사), 항공 전기전자 정비 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","네트워크 설치 기술자, 데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자, 항공기 정비 기술자, 항공전자정비사","네트워크과, 드론공학과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 컴퓨터전자과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 임비데드기능사(현 전자계산기기능사), 전자기능사, 정보통신기능사(현 통신선로기능사)","네트워크 설치 기술자, 데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자","네트워크과, 드론공학과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 컴퓨터전자과, 항공기계과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 임비데드기능사(현 전자계산기기능사), 전자기능사, 정보통신기능사(현 통신선로기능사)","네트워크 설치 기술자, 데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자","네트워크과, 드론공학과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 컴퓨터전자과, 항공기계과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","임베디드 기초, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 임비데드기능사(현 전자계산기기능사), 전자기능사, 정보통신기능사(현 통신선로기능사)","네트워크 설치 기술자, 데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 임베디드 시스템 개발자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 펌웨어 개발자","네트워크과, 드론공학과, 사무정보과, 임베디드시스템과, 전자기기과, 정보처리학과, 정보통신공학과, 컴퓨터전자과, 항공기계과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 웹 프로그래밍 실무","초경량비행장치조종자, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사","3D 제품 디자이너, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 드론공학과, 제품디자인과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 로봇 제작","초경량비행장치조종자, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사","3D 제품 디자이너, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 드론공학과, 제품디자인과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","웹 프로그래밍 실무, 로봇 제작","초경량비행장치조종자, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사","3D 제품 디자이너, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 드론공학과, 제품디자인과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","초경량비행장치조종자, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 드론공학과, 전자기기과, 정보통신공학과, 제품디자인과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","초경량비행장치조종자, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 드론공학과, 전자기기과, 정보통신공학과, 제품디자인과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","초경량비행장치조종자, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 드론공학과, 전자기기과, 정보통신공학과, 제품디자인과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","초경량비행장치조종자, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자","3D디자인과, 네트워크과, 드론공학과, 전자기기과, 정보통신공학과, 제품디자인과, 항공기계과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","초경량비행장치조종자, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자","3D디자인과, 네트워크과, 드론공학과, 전자기기과, 정보통신공학과, 제품디자인과, 항공기계과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 소형 무인기 정비","스마트기기 설계·개발, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","초경량비행장치조종자, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자","3D디자인과, 네트워크과, 드론공학과, 전자기기과, 정보통신공학과, 제품디자인과, 항공기계과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 웹 프로그래밍 실무","컴퓨터 활용 능력, 워드프로세서, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사","3D 제품 디자이너, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 사무정보과, 정보처리학과, 제품디자인과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사","3D 제품 디자이너, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 사무정보과, 정보처리학과, 제품디자인과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","웹 프로그래밍 실무, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사","3D 제품 디자이너, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 사무정보과, 정보처리학과, 제품디자인과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","컴퓨터 활용 능력, 워드프로세서, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 사무정보과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 사무정보과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 항공 전기전자 정비 기능사, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자, 항공기 정비 기술자, 항공전자정비사","3D디자인과, 네트워크과, 사무정보과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 웹 프로그래밍 실무","컴퓨터 활용 능력, 워드프로세서, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자","3D디자인과, 네트워크과, 사무정보과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","항공우주 전자 기초, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자","3D디자인과, 네트워크과, 사무정보과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","전자제품 3D디자인, 빅데이터 엑셀","스마트기기 설계·개발, 통신·전자제품 제작 실무","웹 프로그래밍 실무, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 3D프린터 운용 기능사, 전자기능사, 정보통신기능사(현 통신선로기능사)","3D 제품 디자이너, 네트워크 설치 기술자, 데이터 입력 및 관리 직무, 사무 자동화 전문가, 시제품 설계 기술자, 전자부품 조립 및 유지보수 기술자, 정보통신 기술자","3D디자인과, 네트워크과, 사무정보과, 전자기기과, 정보처리학과, 정보통신공학과, 제품디자인과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 웹 프로그래밍 실무","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 항공 전기전자 정비 기능사","데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 항공기 정비 기술자, 항공전자정비사","드론공학과, 사무정보과, 정보처리학과, 항공기계과, 항공전자과, 항공정비과"
"IT코스 - 정보시스템 실무, 인공지능 프로그래밍기초(파이썬)","기계 요소 설계, 전자문서 작성 실무","소형 무인기 정비, 빅데이터 엑셀","항공기 전기·전자 장비 제작, 스마트기기 설계·개발","항공우주 전자 기초, 로봇 제작","컴퓨터 활용 능력, 워드프로세서, 초경량비행장치조종자, 항공 전기전자 정비 기능사","데이터 입력 및 관리 직무, 드론 정비 및 운용 기술자, 무인항공기 조종 및 정비사, 사무 자동화 전문가, 항공기 정비 기술자, 항공전자정비사","드론공학과, 사무정보과, 정보처리학과, 항공기계과, 항공전자과, 항공정비과"
